ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcPropertySetDefinition,Pr_75_50_20_62,PR,Proportional derivative (PD) controllers,,0.5031
IfcPropertySetDefinition,Pr_60_55_97_14,PR,Clarifiers,,0.4997
IfcPropertySetDefinition,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.4986
IfcPropertySetDefinition,Pr_70_75_01_65,PR,Precision approach path indicators (PAPI),,0.4708
IfcPropertySetDefinition,Pr_20_31_03_76,PR,Set-accelerating concrete admixtures,,0.4651
IfcPropertySetTemplate,Pr_40_10_77_56,PR,Nameplates,,0.6807
IfcPropertySetTemplate,Pr_20_29_70_31,PR,Fishplates,,0.6178
IfcPropertySetTemplate,Pr_40_70_84_67,PR,Power plates,,0.5692
IfcPropertySetTemplate,Pr_60_45_76_65,PR,Plate presses,,0.5487
IfcPropertySetTemplate,Pr_60_45_94_83,PR,Static perforated plate screens,,0.5482
IfcPropertySingleValue,Pr_75_50_20_64,PR,Proportional integral (PI) controllers,,0.5529
IfcPropertySingleValue,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.5501
IfcPropertySingleValue,Pr_65_70_48_65,PR,Paper-insulated lead-covered (PILC) cables,,0.4887
IfcPropertySingleValue,Pr_70_75_52_42,PR,Intelligent access points (IAPs),,0.467
IfcPropertySingleValue,Pr_65_70_48_59,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables,,0.4563
IfcPropertyTableValue,Pr_75_50_20_62,PR,Proportional derivative (PD) controllers,,0.4945
IfcPropertyTableValue,Pr_75_50_20_64,PR,Proportional integral (PI) controllers,,0.4944
IfcPropertyTableValue,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.4818
IfcPropertyTableValue,Pr_70_75_70_62,PR,Points converter devices,,0.4497
IfcPropertyTableValue,Pr_20_31_86_65,PR,Polypropylene resins,,0.4412
IfcPropertyTemplate,Pr_40_10_77_56,PR,Nameplates,,0.6502
IfcPropertyTemplate,Pr_20_29_70_31,PR,Fishplates,,0.6032
IfcPropertyTemplate,Pr_20_96_71_26,PR,Fibre-reinforced polymer plates,,0.5185
IfcPropertyTemplate,Pr_35_90_87_71,PR,Resin-impregnated precompressed foam sealing strips,,0.4751
IfcPropertyTemplate,Pr_65_70_48_54,PR,Ordinary-duty cross-linked elastomeric-insulated thermoplastic polyurethane (TPU)-sheathed heat-resistant flexible cables,,0.4742
IfcPropertyTemplateDefinition,Pr_40_10_77_56,PR,Nameplates,,0.557
IfcPropertyTemplateDefinition,Pr_60_45_94_83,PR,Static perforated plate screens,,0.4815
IfcPropertyTemplateDefinition,Pr_65_70_36_39,PR,High-voltage power cables with impregnated paper insulation lead alloy sheath,,0.4769
IfcPropertyTemplateDefinition,Pr_75_50_20_62,PR,Proportional derivative (PD) controllers,,0.4697
IfcPropertyTemplateDefinition,Pr_25_57_51_31,PR,Flexible polyolefin (FPO) polymeric membranes,,0.4687
IfcProtectiveDevice,Pr_65_72_27,PR,Electrical protective devices,,0.9172
IfcProtectiveDevice,Pr_60_70_38,PR,High-voltage protective devices,,0.8875
IfcProtectiveDevice,Pr_65_72_27_54,PR,Motor protection circuit breakers,,0.8823
IfcProtectiveDevice,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.8786
IfcProtectiveDevice,Pr_60_70_15_18,PR,Circuit breaker fail instantaneous over-current relays,,0.8755
IfcProtectiveDeviceTrippingUnit,Pr_60_70_48_49,PR,Low-voltage switchgear tripping units,,0.5674
IfcProtectiveDeviceTrippingUnit,Pr_60_70_15_14,PR,Bus zone protection (BZP) tripping relays,,0.5463
IfcProtectiveDeviceTrippingUnit,Pr_60_70_34_37,PR,High-voltage direct current (d.c.) tuning units,,0.5158
IfcProtectiveDeviceTrippingUnit,Pr_60_70_15_19,PR,Circuit breaker fail tripping relays,,0.4977
IfcProtectiveDeviceTrippingUnit,Pr_60_70_64_51,PR,Medical isolated power supply units (IPS),,0.4974
IfcProtectiveDeviceTrippingUnitType,Pr_60_70_15_14,PR,Bus zone protection (BZP) tripping relays,,0.547
IfcProtectiveDeviceTrippingUnitType,Pr_60_70_48_49,PR,Low-voltage switchgear tripping units,,0.5359
IfcProtectiveDeviceTrippingUnitType,Pr_60_70_15_44,PR,Intertrip relays,,0.496
IfcProtectiveDeviceTrippingUnitType,Pr_60_70_15_19,PR,Circuit breaker fail tripping relays,,0.4812
IfcProtectiveDeviceTrippingUnitType,Pr_60_70_64_51,PR,Medical isolated power supply units (IPS),,0.4773
IfcProtectiveDeviceType,PC_10_65_91,PC,Type,,0.8422
IfcProtectiveDeviceType,PC_50_34_74_91,PC,Sensor type,,0.5905
IfcProtectiveDeviceType,Pr_65_72_97_81,PR,Socket outlet residual current devices (SRCD),,0.5092
IfcProtectiveDeviceType,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.5065
IfcProtectiveDeviceType,PC_50_40_42,PC,Integrated automation systems control type,,0.5033
IfcPump,Pr_65_53,PR,Pump products,,0.8968
IfcPump,Pr_65_53_96,PR,Water supply and wastewater pumps,,0.8879
IfcPump,Pr_70_60_37_50,PR,Medium or high-temperature air-to-water heat pumps,,0.8806
IfcPump,Ss_60_40_36_96,SS,Water source heat pump systems,,0.877
IfcPump,Ss_55_70_70,SS,Treated water pumping systems,,0.8746
IfcPumpType,PC_10_65_91,PC,Type,,0.838
IfcPumpType,PC_50_34_75_91,PC,Service type,,0.5869
IfcPumpType,PC_50_75_03,PC,Alarm type,,0.5774
IfcPumpType,PC_35_28_16,PC,Climate type,,0.551
IfcPumpType,PC_50_15_30_91,PC,Fibre type,,0.5461
IfcQuantityArea,FI_50_10,FI,Bill of quantities (BQ),,0.6194
IfcQuantityArea,PC_35_28_03_42,PC,Indoor air quality (IAQ),,0.5217
IfcQuantityArea,PM_70_75_13,PM,Coliform and bacteria count test report,,0.5014
IfcQuantityArea,Ss_70_20_70_69,SS,Quality-of-supply monitoring systems,,0.4768
IfcQuantityArea,PC_50_37_36_15,PC,Conditioning unit identifier,,0.4753
IfcQuantityCount,Ro_70_10_75,RO,Quantity surveyor,,0.6009
IfcQuantityCount,PC_50_15_30_18,PC,Fibre count,,0.5975
IfcQuantityCount,PM_40_60_40,PM,Information verification,,0.5767
IfcQuantityCount,FI_50_10,FI,Bill of quantities (BQ),,0.5687
IfcQuantityCount,PM_70_30_40,PM,Information and communications technology (ICT) security certification information,,0.5594
IfcQuantityLength,FI_50_10,FI,Bill of quantities (BQ),,0.5983
IfcQuantityLength,PC_35_63_32_32,PC,Force per unit length,,0.5728
IfcQuantityLength,Pr_80_51_51_23,PR,Digital multifunction metering equipment,,0.5134
IfcQuantityLength,PC_20_70_31,PC,Frequency,,0.5079
IfcQuantityLength,Pr_80_51_51_06,PR,Audio frequency induction loop field strength meters,,0.5044
IfcQuantityNumber,PC_50_25_20_16,PC,Circuit number,,0.6237
IfcQuantityNumber,FI_50_10,FI,Bill of quantities (BQ),,0.594
IfcQuantityNumber,PC_20_70_31,PC,Frequency,,0.5087
IfcQuantityNumber,PC_35_28_03_42,PC,Indoor air quality (IAQ),,0.4963
IfcQuantityNumber,PC_10_65_82,PC,Stock-keeping unit (SKU) number,,0.4951
IfcQuantitySet,FI_50_10,FI,Bill of quantities (BQ),,0.6234
IfcQuantitySet,PM_60_90,PM,Contract quality standards information,,0.5827
IfcQuantitySet,PC_35_28_03_42,PC,Indoor air quality (IAQ),,0.5253
IfcQuantitySet,FI_40_10,FI,Calculations (CA),,0.5064
IfcQuantitySet,PC_10_90,PC,Test identifiers,,0.5006
IfcQuantityTime,FI_50_10,FI,Bill of quantities (BQ),,0.6536
IfcQuantityTime,PC_20_77_52_20,PC,Cycle time,,0.6242
IfcQuantityTime,PM_60_50_90,PM,Timesheet,,0.615
IfcQuantityTime,PC_50_75_89,PC,Timestamp,,0.6143
IfcQuantityTime,PC_20_70_75,PC,Relative time,,0.6134
IfcQuantityVolume,PC_20_25_95,PC,Volume,,0.8307
IfcQuantityVolume,PC_20_25_95_95,PC,Volume per unit time,,0.6295
IfcQuantityVolume,PC_20_25_95_30,PC,Fluid volume,,0.6111
IfcQuantityVolume,FI_50_10,FI,Bill of quantities (BQ),,0.5985
IfcQuantityVolume,Pr_80_51_51_95,PR,Voltmeters,,0.5843
IfcQuantityWeight,PC_20_53_97,PC,Weight,,0.8836
IfcQuantityWeight,PC_20_53_97_97,PC,Weight classification,,0.7286
IfcQuantityWeight,Pr_65_80_49_15,PR,Lift counterweights,,0.6252
IfcQuantityWeight,Pr_30_59_12_07,PR,Balance weights,,0.6238
IfcQuantityWeight,FI_50_10,FI,Bill of quantities (BQ),,0.599
IfcRail,EF_80_70,EF,Rail tracks,,0.8873
IfcRail,En_82_70_73,EN,Road-rail vehicles,,0.8826
IfcRail,Pr_65_70_16,PR,Conductor rail ancillaries,,0.8803
IfcRail,Pr_20_76_70,PR,Rail track and ancillaries,,0.8759
IfcRail,Pr_65_67_94_25,PR,Ducted rail tracks,,0.8759
IfcRailType,PC_10_65_91,PC,Type,,0.8712
IfcRailType,PC_50_15_81_91,PC,Signal type,,0.6616
IfcRailType,PC_50_75_03,PC,Alarm type,,0.6364
IfcRailType,PC_35_30_32,PC,Fire type,,0.6246
IfcRailType,PC_20_77_21,PC,Day type,,0.6093
IfcRailing,Pr_20_85_07_11,PR,Carbon steel fencing and barrier rails,,0.8789
IfcRailing,Pr_20_85_07_12,PR,Carbon steel fencing and barrier top rails,,0.8764
IfcRailing,Ss_25_15_60_18,SS,Concrete post and rail barrier systems,,0.8713
IfcRailing,Pr_20_85_70,PR,Rail supports and fixings,,0.871
IfcRailing,Ss_25_16_94_14,SS,Combined metal and concrete vehicle safety parapet systems,,0.8675
IfcRailingType,PC_10_65_91,PC,Type,,0.8846
IfcRailingType,PC_20_30_06,PC,Backing type,,0.6662
IfcRailingType,PC_50_15_81_91,PC,Signal type,,0.6403
IfcRailingType,PC_20_67_60,PC,Packaging type,,0.6377
IfcRailingType,PC_50_34_44_44,PC,Joint type,,0.6372
IfcRailway,En_80_50_71,EN,Railway corridors,,0.8595
IfcRailway,Ac_80_50_75,AC,Railway travel,,0.8593
IfcRailway,En_82_70,EN,Railway vehicle entities,,0.8486
IfcRailway,SL_80_50,SL,Railway spaces,,0.848
IfcRailway,SL_32_80_89,SL,Transport corridor verges,,0.847
IfcRailwayPart,SL_80_50_72,SL,Railway lines,,0.7492
IfcRailwayPart,EF_60_30_70,EF,Railway heating,,0.7444
IfcRailwayPart,En_80_50,EN,Railway entities,,0.7358
IfcRailwayPart,Ac_80_50,AC,Railway activities,,0.725
IfcRailwayPart,Ac_80_50_75,AC,Railway travel,,0.7096
IfcRamp,EF_35,EF,Stairs and ramps,,0.9225
IfcRamp,Pr_30_59_01_11,PR,Vehicle ramps,,0.9063
IfcRamp,Ss_25_36_95_40,SS,Hydraulic ramp systems,,0.8943
IfcRamp,Ss_35,SS,Stair and ramp systems,,0.8927
IfcRamp,Ss_35_10_85_13,SS,Concrete ramp systems,,0.8908
IfcRampFlight,EF_35,EF,Stairs and ramps,,0.8853
IfcRampFlight,EF_35_20,EF,Ramps,,0.8837
IfcRampFlight,Ss_35_10_50_29,SS,Fixed ramp systems,,0.8744
IfcRampFlight,Ss_25_36_95_40,SS,Hydraulic ramp systems,,0.8671
IfcRampFlight,Ss_35_10_85_13,SS,Concrete ramp systems,,0.8633
IfcRampFlightType,PC_10_65_91,PC,Type,,0.8292
IfcRampFlightType,PC_50_15_81_91,PC,Signal type,,0.6075
IfcRampFlightType,PC_35_30_32,PC,Fire type,,0.5776
IfcRampFlightType,Pr_20_29_14_32,PR,Frame cramps,,0.5661
IfcRampFlightType,PC_50_48_49,PC,Lighting control type,,0.5635
IfcRampType,PC_10_65_91,PC,Type,,0.8415
IfcRampType,PC_50_75_03,PC,Alarm type,,0.6339
IfcRampType,Pr_20_29_14_32,PR,Frame cramps,,0.6084
IfcRampType,Pr_20_29_14_50,PR,Masonry cramps,,0.5944
IfcRampType,PC_50_15_81_91,PC,Signal type,,0.5796
IfcRationalBSplineCurveWithKnots,Ac_32_10_79,AC,Silviculture,,0.5549
IfcRationalBSplineCurveWithKnots,SL_25_10_40,SL,Information and communications technology (ICT) laboratories,,0.5202
IfcRationalBSplineCurveWithKnots,SL_25_10_41,SL,Information and communications technology (ICT)-rich classrooms,,0.5144
IfcRationalBSplineCurveWithKnots,Co_25,CO,"Cultural, educational, scientific and information complexes",,0.4997
IfcRationalBSplineCurveWithKnots,SL_25_40_40,SL,Information and communications technology (ICT)-rich studios,,0.4994
IfcRationalBSplineSurfaceWithKnots,SL_25_10_41,SL,Information and communications technology (ICT)-rich classrooms,,0.5241
IfcRationalBSplineSurfaceWithKnots,Ss_20_05_50_93,SS,Unreinforced concrete foundation and plinth systems,,0.517
IfcRationalBSplineSurfaceWithKnots,SL_25_10_40,SL,Information and communications technology (ICT) laboratories,,0.5161
IfcRationalBSplineSurfaceWithKnots,Co_25,CO,"Cultural, educational, scientific and information complexes",,0.4942
IfcRationalBSplineSurfaceWithKnots,SL_25_40_40,SL,Information and communications technology (ICT)-rich studios,,0.4941
IfcRectangleHollowProfileDef,Pr_25_71_63_93,PR,Unplasticized polyvinyl chloride (PVC-U) profiled sheets,,0.4817
IfcRectangleHollowProfileDef,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.4646
IfcRectangleHollowProfileDef,Pr_45_63_63_34,PR,Glass fibre-reinforced plastics (GRP) and advanced composite (AC) plant containers,,0.4589
IfcRectangleHollowProfileDef,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.4583
IfcRectangleHollowProfileDef,PC_35_65_36_39,PC,Hydrochlorofluorocarbon (HCFC) emissions,,0.4581
IfcRectangleProfileDef,Pr_25_71_63_65,PR,Polycarbonate profiled sheets,,0.5523
IfcRectangleProfileDef,Pr_35_90_87,PR,"Tapes, strips and profile fillers",,0.5149
IfcRectangleProfileDef,Pr_60_55_97_14,PR,Clarifiers,,0.5008
IfcRectangleProfileDef,PM_35_10_32,PM,Functional properties performance requirements,,0.5006
IfcRectangleProfileDef,PM_35,PM,Project performance requirements,,0.49
IfcRectangularPyramid,Pr_40_70_18_17,PR,Cremulators,,0.5431
IfcRectangularPyramid,Ma_60_65_59,MA,Polyoxybenzylmethylenglycolanhydride,,0.4959
IfcRectangularPyramid,Pr_20_29_60_61,PR,Parallel circumferential packings,,0.4853
IfcRectangularPyramid,Pr_20_93_71_18,PR,Concrete diaphragm wall units,,0.4804
IfcRectangularPyramid,Ma_60_65_43,MA,Polyisocyanurate (PIR),,0.475
IfcRectangularTrimmedSurface,Pr_40_70_18_17,PR,Cremulators,,0.5249
IfcRectangularTrimmedSurface,Ss_20_60_30_92,SS,Unreinforced concrete diaphragm retaining wall systems,,0.4588
IfcRectangularTrimmedSurface,Pr_20_29_14_13,PR,Circlips,,0.457
IfcRectangularTrimmedSurface,Pr_40_10_77_20,PR,Datum plates and markers,,0.4561
IfcRectangularTrimmedSurface,Pr_20_29_29_96,PR,Wire-crimp ferrules,,0.4561
IfcRecurrencePattern,Zz_20_40_60,ZZ,Pattern,,0.8093
IfcRecurrencePattern,PC_20_32_60_60,PC,Pattern scale,,0.6238
IfcRecurrencePattern,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.5186
IfcRecurrencePattern,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.5154
IfcRecurrencePattern,PC_20_32_71_60,PC,Relief pattern scale,,0.507
IfcReference,Zz_20_10_70,ZZ,Reference,,0.8088
IfcReference,Zz_90_30,ZZ,External reference information,,0.7293
IfcReference,PC_20_25_46_14,PC,Circumference,,0.647
IfcReference,PM_70_95_65,PM,Product compliance evidence information,,0.5439
IfcReference,Pr_60_55_97_14,PR,Clarifiers,,0.5336
IfcReferent,PC_20_65_72,PC,Relative position,,0.8428
IfcReferent,Zz_35_10_40,ZZ,Horizontal alignment,,0.8348
IfcReferent,SL_80_92_37,SL,Horizontal alignment grids,,0.8295
IfcReferent,Zz_35_10_90,ZZ,Vertical alignment,,0.8215
IfcReferent,SL_80_92_94,SL,Vertical alignment grids,,0.8162
IfcRegularTimeSeries,Pr_35_90_43_04,PR,Arrises,,0.6489
IfcRegularTimeSeries,Pr_75_50_52_12,PR,Ceilometers,,0.5725
IfcRegularTimeSeries,Pr_80_51_85_01,PR,Accelerometers,,0.5348
IfcRegularTimeSeries,PC_60_25_42,PC,Interactive,,0.5199
IfcRegularTimeSeries,PM_60_10,PM,Site information,,0.512
IfcReinforcedSoil,Pr_15_31_12,PR,Chemical soils stabilizers,,0.9228
IfcReinforcedSoil,RK_40_05_93,RK,Unstable soil,,0.909
IfcReinforcedSoil,Ma_20_81,MA,Soil,,0.9089
IfcReinforcedSoil,Pr_45_31_89_83,PR,Soil conditioning agents,,0.9023
IfcReinforcedSoil,Ma_40_15_81,MA,Soil cement,,0.9
IfcReinforcementBarProperties,SL_40_20_06,SL,Bars,,0.6682
IfcReinforcementBarProperties,Pr_40_30_71_51,PR,Minbars,,0.6474
IfcReinforcementBarProperties,Pr_20_96_71_28,PR,Fibre-reinforced plastics bar reinforcement,,0.622
IfcReinforcementBarProperties,Pr_20_96_71_13,PR,Carbon steel plain bar reinforcement,,0.6083
IfcReinforcementBarProperties,Pr_20_96_71_86,PR,Stainless steel ribbed bar reinforcement,,0.6055
IfcReinforcementDefinitionProperties,PC_20,PC,Descriptive properties,,0.6475
IfcReinforcementDefinitionProperties,PC_20_67,PC,Product description properties,,0.6274
IfcReinforcementDefinitionProperties,Pr_20_96_71_67,PR,Prefabricated reinforcement,,0.6212
IfcReinforcementDefinitionProperties,RK_50_65_65,RK,Property deficiencies,,0.6008
IfcReinforcementDefinitionProperties,PC_20_50,PC,Manufacturer description properties,,0.5818
IfcReinforcingBar,Pr_20_96_71_85,PR,Stainless steel plain bar reinforcement,,0.901
IfcReinforcingBar,Pr_20_96_71_86,PR,Stainless steel ribbed bar reinforcement,,0.8939
IfcReinforcingBar,Pr_20_96_71_28,PR,Fibre-reinforced plastics bar reinforcement,,0.8938
IfcReinforcingBar,Pr_20_96_71_13,PR,Carbon steel plain bar reinforcement,,0.8929
IfcReinforcingBar,Pr_20_96_71_14,PR,Carbon steel ribbed bar reinforcement,,0.8876
IfcReinforcingBarType,PC_10_65_91,PC,Type,,0.8426
IfcReinforcingBarType,PC_20_30_06,PC,Backing type,,0.6314
IfcReinforcingBarType,PC_50_15_81_91,PC,Signal type,,0.6182
IfcReinforcingBarType,PC_50_10_30_29,PC,Fastener type,,0.5858
IfcReinforcingBarType,Pr_20_96_71_28,PR,Fibre-reinforced plastics bar reinforcement,,0.5845
IfcReinforcingElement,EF_25,EF,Wall and barrier elements,,0.8791
IfcReinforcingElement,Ss_20_05_50_70,SS,Reinforced concrete foundation and plinth systems,,0.8628
IfcReinforcingElement,Ss_20_05_50_93,SS,Unreinforced concrete foundation and plinth systems,,0.8605
IfcReinforcingElement,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.8556
IfcReinforcingElement,Ss_20_05_50,SS,Minor concrete substructure systems,,0.8552
IfcReinforcingElementType,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.4837
IfcReinforcingElementType,Ss_20_05_15_90,SS,Unreinforced concrete foundation systems for cast-in products,,0.4805
IfcReinforcingMesh,Pr_20_96_71_97,PR,Welded wire mesh reinforcement,,0.9208
IfcReinforcingMesh,Pr_25_57_56_95,PR,Welded metal mesh,,0.8911
IfcReinforcingMesh,Ma_80_52,MA,Mesh,,0.8892
IfcReinforcingMesh,Pr_45_63_64_63,PR,Plastics mesh reinforcement,,0.883
IfcReinforcingMesh,Ss_32_46_50,SS,Metal lathing and anchored mesh reinforcement systems,,0.8819
IfcReinforcingMeshType,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.524
IfcReinforcingMeshType,RK_50_40_38,RK,Failure to specify information requirements,,0.5229
IfcReinforcingMeshType,Ss_20_05_15_92,SS,Unreinforced concrete trench fill foundation systems,,0.522
IfcReinforcingMeshType,PM_40_60_45,PM,Key performance indicator (KPI) information,,0.5202
IfcReinforcingMeshType,Ss_20_05_15_90,SS,Unreinforced concrete foundation systems for cast-in products,,0.5185
IfcRelAdheresToElement,Ss_40_15_46_20,SS,Domestic laundry FF&E systems,,0.4919
IfcRelAdheresToElement,Ss_75_30_70_27,SS,Emergency traction current discharge systems (ETCDS),,0.4628
IfcRelAdheresToElement,Ss_40_45_70_24,SS,Domestic kitchen FF&E systems,,0.4577
IfcRelAdheresToElement,Ss_40_15_25_20,SS,Domestic catering FF&E systems,,0.4533
IfcRelAdheresToElement,Ss_25_14_08,SS,"Board, palisade and continuous infill fencing systems",,0.4492
IfcRelAggregates,Ma_20_03,MA,Aggregates,,0.8344
IfcRelAggregates,Pr_20_31_04,PR,Aggregates,,0.8344
IfcRelAggregates,Pr_20_31_04_05,PR,Barytes aggregates,,0.6786
IfcRelAggregates,Ma_20_03_06,MA,Barytes aggregates,,0.6786
IfcRelAggregates,Ma_20_03_28,MA,Expanded aggregates,,0.6764
IfcRelAssigns,Pr_60_45_34_76,PR,Screw classifiers,,0.5818
IfcRelAssigns,PM_40_50_21,PM,Design submittals,,0.5607
IfcRelAssigns,Pr_40_70_55_27,PR,Fairleads,,0.56
IfcRelAssigns,PM_40,PM,Design and approvals information,,0.5379
IfcRelAssigns,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.531
IfcRelAssignsToActor,Pr_75_50_02,PR,Actuators,,0.6348
IfcRelAssignsToActor,Ro_10_80_02,RO,Administrator,,0.6089
IfcRelAssignsToActor,Ro_30_10_91,RO,Temporary works design checker,,0.5303
IfcRelAssignsToActor,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.5198
IfcRelAssignsToActor,Pr_60_45_34_76,PR,Screw classifiers,,0.5081
IfcRelAssignsToControl,PC_50_34_17,PC,Controls,,0.8275
IfcRelAssignsToControl,Ac_85_65_15,AC,Controlling,,0.7262
IfcRelAssignsToControl,SL_90_90_15,SL,Control rooms,,0.645
IfcRelAssignsToControl,Pr_75_50_18_17,PR,Control panels,,0.6184
IfcRelAssignsToControl,Ss_75_40_02_11,SS,Credential access control systems,,0.5856
IfcRelAssignsToGroup,Ac_25_10_35,AC,Group work,,0.6121
IfcRelAssignsToGroup,Zz_85_20_50,ZZ,Mass group,,0.606
IfcRelAssignsToGroup,Pr_20_85_06_06,PR,Bandings,,0.5011
IfcRelAssignsToGroup,Pr_60_45_34_76,PR,Screw classifiers,,0.4986
IfcRelAssignsToGroup,Pr_20_31_02_61,PR,"Phenolic, resorcinol and formaldehyde-based resin (PRF) thermosetting adhesives",,0.4969
IfcRelAssignsToGroupByFactor,Pr_60_45_34_76,PR,Screw classifiers,,0.5466
IfcRelAssignsToGroupByFactor,Pr_60_45_34,PR,Grit classifier products,,0.5151
IfcRelAssignsToGroupByFactor,Zz_30_50,ZZ,Modelled object groups,,0.4764
IfcRelAssignsToGroupByFactor,Pr_60_55_97_14,PR,Clarifiers,,0.4689
IfcRelAssignsToGroupByFactor,PC_10_90,PC,Test identifiers,,0.4557
IfcRelAssignsToProcess,En_30_70,EN,Process entities,,0.614
IfcRelAssignsToProcess,RK_70_40_40,RK,Ineffective or inefficient business process design,,0.6044
IfcRelAssignsToProcess,RK_70_40_42,RK,Ineffective or inefficient technical process design,,0.586
IfcRelAssignsToProcess,EF_85_45,EF,Manufacturing processes,,0.5701
IfcRelAssignsToProcess,PM_40_60_25,PM,Design process management plan,,0.5653
IfcRelAssignsToProduct,PC_20_67_65,PC,Product colour,,0.6624
IfcRelAssignsToProduct,Pr_60_45_24,PR,Distributor products,,0.6333
IfcRelAssignsToProduct,En_30_40,EN,Animal and plant products processing entities,,0.6226
IfcRelAssignsToProduct,Pr_55,PR,Manufacturing process products,,0.6121
IfcRelAssignsToProduct,PC_10_65,PC,Product identifiers,,0.6028
IfcRelAssignsToResource,SL_25_75_40,SL,Information and communications technology (ICT) resource spaces,,0.574
IfcRelAssignsToResource,PC_10_15_92,PC,Uniform resource locator (URL),,0.5614
IfcRelAssignsToResource,SL_25_70_73,SL,Records stores,,0.5558
IfcRelAssignsToResource,SL_90_50_87,SL,Teaching resources stores,,0.5344
IfcRelAssignsToResource,SL_25_30_31,SL,Forensics laboratories,,0.5344
IfcRelAssociates,Pr_40_70_18_17,PR,Cremulators,,0.6024
IfcRelAssociates,Pr_20_31_16,PR,Concretes,,0.5912
IfcRelAssociates,Pr_60_45_34_76,PR,Screw classifiers,,0.5681
IfcRelAssociates,Pr_40_70_18_15,PR,Cremators,,0.5578
IfcRelAssociates,Pr_35_90_43_04,PR,Arrises,,0.5483
IfcRelAssociatesApproval,Pr_40_70_18_17,PR,Cremulators,,0.5786
IfcRelAssociatesApproval,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.5078
IfcRelAssociatesApproval,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.4983
IfcRelAssociatesApproval,Ss_75_70_52_93,SS,Variable volume air conditioning control systems,,0.4865
IfcRelAssociatesApproval,Ss_75_40_02_11,SS,Credential access control systems,,0.4787
IfcRelAssociatesClassification,PC_35_28_79,PC,Seismic classification,,0.6782
IfcRelAssociatesClassification,Pr_60_45_34_76,PR,Screw classifiers,,0.5903
IfcRelAssociatesClassification,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.5835
IfcRelAssociatesClassification,Pr_60_55_97_14,PR,Clarifiers,,0.5674
IfcRelAssociatesClassification,PC_20_67_64,PC,Product certification,,0.5655
IfcRelAssociatesConstraint,Pr_40_70_18_17,PR,Cremulators,,0.5863
IfcRelAssociatesConstraint,Pr_25_93_51_41,PR,Glass fibre-reinforced concrete (GRC) dressing plinths and string courses,,0.5238
IfcRelAssociatesConstraint,PC_35_51_53_17,PC,Compressive strength,,0.5198
IfcRelAssociatesConstraint,Pr_25_93_51_37,PR,Glass fibre-reinforced concrete (GRC) built-in plinths and string courses,,0.5144
IfcRelAssociatesConstraint,PC_35_05_84,PC,Sound transmission class (STC),,0.5141
IfcRelAssociatesDocument,Pr_40_70_18_17,PR,Cremulators,,0.581
IfcRelAssociatesDocument,Ma_40_19,MA,Concrete,,0.5343
IfcRelAssociatesDocument,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.4993
IfcRelAssociatesDocument,Pr_20_31_02_12,PR,Cementitious adhesives,,0.4978
IfcRelAssociatesDocument,SL_25_10_41,SL,Information and communications technology (ICT)-rich classrooms,,0.4965
IfcRelAssociatesLibrary,Pr_40_70_18_17,PR,Cremulators,,0.5864
IfcRelAssociatesLibrary,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.514
IfcRelAssociatesLibrary,FI_90_13,FI,Certificate (CE),,0.4871
IfcRelAssociatesLibrary,Pr_60_55_97_14,PR,Clarifiers,,0.4861
IfcRelAssociatesLibrary,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.4786
IfcRelAssociatesMaterial,Pr_40_70_18_17,PR,Cremulators,,0.5891
IfcRelAssociatesMaterial,SL_20_75_53,SL,Medical single-occupancy social care cells,,0.5133
IfcRelAssociatesMaterial,Ma_40_19,MA,Concrete,,0.5101
IfcRelAssociatesMaterial,Pr_45_31_89_55,PR,Mycorrhizal inoculants,,0.5074
IfcRelAssociatesMaterial,Pr_20_85_16_16,PR,Composite steel and concrete columns,,0.504
IfcRelAssociatesProfileDef,Pr_60_45_34_76,PR,Screw classifiers,,0.5271
