ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcSensorType/SNOWDEPTHSENSOR,PC_50_34_74_91,PC,Sensor type,,0.5905
IfcSensorType/SNOWDEPTHSENSOR,Pr_75_50_52_12,PR,Ceilometers,,0.5743
IfcSensorType/SNOWDEPTHSENSOR,Pr_75_50_52_65,PR,Present weather sensors,,0.5715
IfcSensorType/SNOWDEPTHSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.5698
IfcSensorType/SNOWDEPTHSENSOR,Pr_65_72_27_41,PR,Insulation monitoring devices,,0.5589
IfcSensorType/SOUNDSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.668
IfcSensorType/SOUNDSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6517
IfcSensorType/SOUNDSENSOR,PC_35_05_81,PC,Sound power,,0.651
IfcSensorType/SOUNDSENSOR,Pr_75_80_42_95,PR,Vibration detectors,,0.632
IfcSensorType/SOUNDSENSOR,Pr_70_75_06_80,PR,Sound-masking devices,,0.6261
IfcSensorType/TEMPERATURESENSOR,Pr_75_50_76_03,PR,Air temperature sensors,,0.8006
IfcSensorType/TEMPERATURESENSOR,Pr_75_50_76_73,PR,Room temperature sensors,,0.778
IfcSensorType/TEMPERATURESENSOR,Pr_75_50_76_29,PR,Floor temperature sensors,,0.7685
IfcSensorType/TEMPERATURESENSOR,Pr_65_52_34_88,PR,Temperature gauges,,0.7621
IfcSensorType/TEMPERATURESENSOR,PC_35_88_91_52,PC,Mean temperature,,0.7575
IfcSensorType/TRAINSENSOR,Pr_40_70,PR,Equipment,,0.8578
IfcSensorType/TRAINSENSOR,EF_40_40,EF,Equipment,,0.8578
IfcSensorType/TRAINSENSOR,Ss_80_70_89_30,SS,Fixed train arrestor systems,,0.8566
IfcSensorType/TRAINSENSOR,SL_80_50_90,SL,Train halts,,0.8536
IfcSensorType/TRAINSENSOR,Pr_20_85_89_30,PR,Fixed train arrestors,,0.8508
IfcSensorType/TURNOUTCLOSURESENSOR,PC_10_45_34_34,PC,Global Positioning System (GPS) position,,0.842
IfcSensorType/TURNOUTCLOSURESENSOR,Pr_20_76_71_87,PR,Tandem turnouts,,0.6927
IfcSensorType/TURNOUTCLOSURESENSOR,Pr_40_10_90_65,PR,Positional indicators,,0.6469
IfcSensorType/TURNOUTCLOSURESENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6348
IfcSensorType/TURNOUTCLOSURESENSOR,Pr_70_75_70_61,PR,Points detection equipment,,0.6304
IfcSensorType/WHEELSENSOR,Pr_40_50_96,PR,Wheels,,0.7616
IfcSensorType/WHEELSENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6782
IfcSensorType/WHEELSENSOR,Pr_40_70_73_98,PR,Wheel stops,,0.6519
IfcSensorType/WHEELSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6433
IfcSensorType/WHEELSENSOR,Ss_82_70_70_97,SS,Wheelset systems,,0.6132
IfcSensorType/WINDSENSOR,Ss_75_70_96_30,SS,Flow measurement and control systems,,0.8603
IfcSensorType/WINDSENSOR,Pr_40_70_31_69,PR,Refrigerated display cabinet airflow equipment,,0.8559
IfcSensorType/WINDSENSOR,Ss_75_50_33_32,SS,Flow sample gas detection and alarm systems,,0.8552
IfcSensorType/WINDSENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.85
IfcSensorType/WINDSENSOR,EF_75_50_33,EF,Gas detection and alarms,,0.8486
IfcSensorType/USERDEFINED,PM_40_45,PM,Specifications,,0.4962
IfcSensorType/USERDEFINED,PC_10_80,PC,Site identifiers,,0.4895
IfcSensorType/USERDEFINED,PC_10_90,PC,Test identifiers,,0.487
IfcSensorType/USERDEFINED,PM_10_20_92,PM,User requirement document,,0.4781
IfcSensorType/USERDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.478
IfcSensorType/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5808
IfcSensorType/NOTDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4997
IfcSensorType/NOTDEFINED,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.4846
IfcSensorType/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.4842
IfcSensorType/NOTDEFINED,PC_10_90,PC,Test identifiers,,0.4797
IfcShadingDevice/AWNING,Pr_20_65_78,PR,Shelter structures,,0.8766
IfcShadingDevice/AWNING,Pr_80_77_76_12,PR,Canvas insulation protection,,0.8748
IfcShadingDevice/AWNING,Ac_20_90_78,AC,Sheltering from fire,,0.8618
IfcShadingDevice/AWNING,SL_90_10_77,SL,Shelters,,0.7959
IfcShadingDevice/AWNING,Ac_90_10_77,AC,Sheltering,,0.765
IfcShadingDevice/JALOUSIE,Pr_30_59_07,PR,Blinds and shading devices,,0.8912
IfcShadingDevice/JALOUSIE,Ss_40_15_35_19,SS,Curtain and blind systems,,0.8729
IfcShadingDevice/JALOUSIE,PC_35_48_47,PC,Light exposure,,0.8526
IfcShadingDevice/JALOUSIE,Pr_20_29_71_08,PR,Blind (pop) rivets,,0.8488
IfcShadingDevice/JALOUSIE,Ss_30_30_72,SS,Rooflight and roof window systems,,0.8478
IfcShadingDevice/SHUTTER,Zz_80_45_30,ZZ,Light,,0.8558
IfcShadingDevice/SHUTTER,Pr_70_70_48_80,PR,Sockets for demountable lighting,,0.8403
IfcShadingDevice/SHUTTER,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8304
IfcShadingDevice/SHUTTER,PC_35_48_47,PC,Light exposure,,0.6398
IfcShadingDevice/SHUTTER,Pr_30_36_08_95,PR,Window casement fasteners,,0.5927
IfcShadingDevice/USERDEFINED,Pr_30_59_07,PR,Blinds and shading devices,,0.5472
IfcShadingDevice/USERDEFINED,Pr_70_70_47_72,PR,Remote infrared lighting user controllers,,0.4959
IfcShadingDevice/USERDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.4935
IfcShadingDevice/USERDEFINED,PC_35_48_41,PC,Illuminance,,0.4635
IfcShadingDevice/USERDEFINED,PC_50_37_36_15,PC,Conditioning unit identifier,,0.461
IfcShadingDevice/NOTDEFINED,Pr_30_59_07,PR,Blinds and shading devices,,0.5306
IfcShadingDevice/NOTDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.5044
IfcShadingDevice/NOTDEFINED,Pr_25_71_63_93,PR,Unplasticized polyvinyl chloride (PVC-U) profiled sheets,,0.4728
IfcShadingDevice/NOTDEFINED,Pr_60_75_86_45,PR,Integrated digital camera and infrared illuminators,,0.467
IfcShadingDevice/NOTDEFINED,PC_35_48_41,PC,Illuminance,,0.4641
IfcShadingDeviceType/AWNING,Pr_20_65_78,PR,Shelter structures,,0.8766
IfcShadingDeviceType/AWNING,Pr_80_77_76_12,PR,Canvas insulation protection,,0.8748
IfcShadingDeviceType/AWNING,Ac_20_90_78,AC,Sheltering from fire,,0.8618
IfcShadingDeviceType/AWNING,SL_90_10_77,SL,Shelters,,0.7959
IfcShadingDeviceType/AWNING,Ac_90_10_77,AC,Sheltering,,0.765
IfcShadingDeviceType/JALOUSIE,Pr_30_59_07,PR,Blinds and shading devices,,0.8912
IfcShadingDeviceType/JALOUSIE,Ss_40_15_35_19,SS,Curtain and blind systems,,0.8729
IfcShadingDeviceType/JALOUSIE,PC_35_48_47,PC,Light exposure,,0.8526
IfcShadingDeviceType/JALOUSIE,Pr_20_29_71_08,PR,Blind (pop) rivets,,0.8488
IfcShadingDeviceType/JALOUSIE,Ss_30_30_72,SS,Rooflight and roof window systems,,0.8478
IfcShadingDeviceType/SHUTTER,Zz_80_45_30,ZZ,Light,,0.8558
IfcShadingDeviceType/SHUTTER,Pr_70_70_48_80,PR,Sockets for demountable lighting,,0.8403
IfcShadingDeviceType/SHUTTER,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8304
IfcShadingDeviceType/SHUTTER,PC_35_48_47,PC,Light exposure,,0.6398
IfcShadingDeviceType/SHUTTER,Pr_30_36_08_95,PR,Window casement fasteners,,0.5927
IfcShadingDeviceType/USERDEFINED,PC_10_65_91,PC,Type,,0.8251
IfcShadingDeviceType/USERDEFINED,PM_40_45,PM,Specifications,,0.5285
IfcShadingDeviceType/USERDEFINED,PC_50_75_23,PC,Display type,,0.5278
IfcShadingDeviceType/USERDEFINED,PC_10_90,PC,Test identifiers,,0.5097
IfcShadingDeviceType/USERDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.509
IfcShadingDeviceType/NOTDEFINED,PC_10_65_91,PC,Type,,0.8256
IfcShadingDeviceType/NOTDEFINED,PC_50_75_23,PC,Display type,,0.5232
IfcShadingDeviceType/NOTDEFINED,PC_50_48_49,PC,Lighting control type,,0.4843
IfcShadingDeviceType/NOTDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.481
IfcShadingDeviceType/NOTDEFINED,Pr_60_75_86_45,PR,Integrated digital camera and infrared illuminators,,0.4685
IfcSign/MARKER,Pr_70_75_72_30,PR,Fixed vertical road traffic signs,,0.8739
IfcSign/MARKER,Zz_20_80,ZZ,Symbols,,0.855
IfcSign/MARKER,Ss_40_10_90_71,SS,Road marker post systems,,0.8498
IfcSign/MARKER,PC_50_34_27,PC,Equipment type,,0.848
IfcSign/MARKER,PC_50_15_81_91,PC,Signal type,,0.8476
IfcSign/MIRROR,PC_10_65_91,PC,Type,,0.8523
IfcSign/MIRROR,PC_50_75_23,PC,Display type,,0.8509
IfcSign/MIRROR,Ma_40_35_71,MA,Reflective glass,,0.8504
IfcSign/MIRROR,PC_20_30_85,PC,Surface type,,0.8493
IfcSign/MIRROR,PC_50_15_81_91,PC,Signal type,,0.8461
IfcSign/PICTORAL,Pr_40_10_77_84,PR,Street sign plates,,0.8649
IfcSign/PICTORAL,PC_50_75_23,PC,Display type,,0.8614
IfcSign/PICTORAL,Pr_40_10_77_40,PR,Images and logos,,0.8601
IfcSign/PICTORAL,PC_10_65_91,PC,Type,,0.8506
IfcSign/PICTORAL,Zz_20_80,ZZ,Symbols,,0.8029
IfcSign/USERDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.4902
IfcSign/USERDEFINED,PC_10_05,PC,Administrative identifiers,,0.4827
IfcSign/USERDEFINED,Ac_05_70_10,AC,Building user assisting,,0.4796
IfcSign/USERDEFINED,Pr_65_70_70_83,PR,"Screened, multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.4765
IfcSign/USERDEFINED,PC_10_80,PC,Site identifiers,,0.4765
IfcSign/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5848
IfcSign/NOTDEFINED,PC_50_37_36_15,PC,Conditioning unit identifier,,0.502
IfcSign/NOTDEFINED,RK_30_40_59,RK,Not managing finances in accordance with financial constraints,,0.5014
IfcSign/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.4947
IfcSign/NOTDEFINED,PM_40_50_64,PM,Planning conditions information,,0.4727
IfcSignType/MARKER,Pr_70_75_72_30,PR,Fixed vertical road traffic signs,,0.8739
IfcSignType/MARKER,Zz_20_80,ZZ,Symbols,,0.855
IfcSignType/MARKER,Ss_40_10_90_71,SS,Road marker post systems,,0.8498
IfcSignType/MARKER,PC_50_34_27,PC,Equipment type,,0.848
IfcSignType/MARKER,PC_50_15_81_91,PC,Signal type,,0.8476
IfcSignType/MIRROR,PC_10_65_91,PC,Type,,0.8523
IfcSignType/MIRROR,PC_50_75_23,PC,Display type,,0.8509
IfcSignType/MIRROR,Ma_40_35_71,MA,Reflective glass,,0.8504
IfcSignType/MIRROR,PC_20_30_85,PC,Surface type,,0.8493
IfcSignType/MIRROR,PC_50_15_81_91,PC,Signal type,,0.8461
IfcSignType/PICTORAL,Pr_40_10_77_84,PR,Street sign plates,,0.8649
IfcSignType/PICTORAL,PC_50_75_23,PC,Display type,,0.8614
IfcSignType/PICTORAL,Pr_40_10_77_40,PR,Images and logos,,0.8601
IfcSignType/PICTORAL,PC_10_65_91,PC,Type,,0.8506
IfcSignType/PICTORAL,Zz_20_80,ZZ,Symbols,,0.8029
IfcSignType/USERDEFINED,PC_10_65_91,PC,Type,,0.8243
IfcSignType/USERDEFINED,PC_50_48_49,PC,Lighting control type,,0.4983
IfcSignType/USERDEFINED,PM_40_45,PM,Specifications,,0.4953
IfcSignType/USERDEFINED,PC_10_80,PC,Site identifiers,,0.481
IfcSignType/USERDEFINED,PC_10_65,PC,Product identifiers,,0.4781
IfcSignType/NOTDEFINED,PC_10_65_91,PC,Type,,0.8293
IfcSignType/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5742
IfcSignType/NOTDEFINED,PC_50_34_74_91,PC,Sensor type,,0.5329
IfcSignType/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.4852
IfcSignType/NOTDEFINED,PC_50_37_36_15,PC,Conditioning unit identifier,,0.4735
IfcSignal/AUDIO,PC_50_15_81_91,PC,Signal type,,0.9035
IfcSignal/AUDIO,PC_50_75_03,PC,Alarm type,,0.8728
IfcSignal/AUDIO,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8703
IfcSignal/AUDIO,Pr_60_75_06,PR,Audio input devices,,0.8702
IfcSignal/AUDIO,PC_50_34_27,PC,Equipment type,,0.869
IfcSignal/MIXED,PC_50_15_81_91,PC,Signal type,,0.91
IfcSignal/MIXED,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8847
IfcSignal/MIXED,Pr_60_75_06,PR,Audio input devices,,0.872
IfcSignal/MIXED,PC_50_34_27,PC,Equipment type,,0.8709
IfcSignal/MIXED,Pr_70_75_94,PR,Visual and audible indicators,,0.8699
IfcSignal/VISUAL,PC_50_15_81_91,PC,Signal type,,0.9076
IfcSignal/VISUAL,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8843
IfcSignal/VISUAL,Pr_70_75_94_94,PR,Visual indicator lights,,0.8716
IfcSignal/VISUAL,PC_50_15_81,PC,Signal attributes,,0.8661
IfcSignal/VISUAL,PC_50_34_27,PC,Equipment type,,0.8652
IfcSignal/USERDEFINED,PC_10_90,PC,Test identifiers,,0.4643
IfcSignal/USERDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4616
IfcSignal/USERDEFINED,PC_10_80,PC,Site identifiers,,0.46
IfcSignal/USERDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.4596
IfcSignal/USERDEFINED,Pr_80_77_76_92,PR,Unplasticized polyvinyl chloride (PVC-U) sheet insulation casing,,0.4568
IfcSignal/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5857
IfcSignal/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.5137
IfcSignal/NOTDEFINED,RK_30_40_59,RK,Not managing finances in accordance with financial constraints,,0.5013
IfcSignal/NOTDEFINED,Pr_75_50_33_56,PR,Non-electrical gas fire-extinguishing disable devices,,0.4826
IfcSignal/NOTDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.475
IfcSignalType/AUDIO,PC_50_15_81_91,PC,Signal type,,0.9035
IfcSignalType/AUDIO,PC_50_75_03,PC,Alarm type,,0.8728
IfcSignalType/AUDIO,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8703
IfcSignalType/AUDIO,Pr_60_75_06,PR,Audio input devices,,0.8702
IfcSignalType/AUDIO,PC_50_34_27,PC,Equipment type,,0.869
IfcSignalType/MIXED,PC_50_15_81_91,PC,Signal type,,0.91
IfcSignalType/MIXED,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8847
IfcSignalType/MIXED,Pr_60_75_06,PR,Audio input devices,,0.872
IfcSignalType/MIXED,PC_50_34_27,PC,Equipment type,,0.8709
IfcSignalType/MIXED,Pr_70_75_94,PR,Visual and audible indicators,,0.8699
IfcSignalType/VISUAL,PC_50_15_81_91,PC,Signal type,,0.9076
IfcSignalType/VISUAL,Pr_75_80_30_97,PR,Visual alarm signal devices,,0.8843
IfcSignalType/VISUAL,Pr_70_75_94_94,PR,Visual indicator lights,,0.8716
IfcSignalType/VISUAL,PC_50_15_81,PC,Signal attributes,,0.8661
IfcSignalType/VISUAL,PC_50_34_27,PC,Equipment type,,0.8652
IfcSignalType/USERDEFINED,PC_10_65_91,PC,Type,,0.833
IfcSignalType/USERDEFINED,PC_50_75_23,PC,Display type,,0.5038
IfcSignalType/USERDEFINED,PC_50_34_75_91,PC,Service type,,0.5017
IfcSignalType/USERDEFINED,PM_40_45,PM,Specifications,,0.4934
IfcSignalType/USERDEFINED,PC_10_80,PC,Site identifiers,,0.4921
IfcSignalType/NOTDEFINED,PC_10_65_91,PC,Type,,0.8387
IfcSignalType/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.573
IfcSignalType/NOTDEFINED,PC_35_30_32,PC,Fire type,,0.5394
IfcSignalType/NOTDEFINED,PC_50_34_74_91,PC,Sensor type,,0.5333
IfcSignalType/NOTDEFINED,Pr_25_71_29_56,PR,Non-critical permanent formwork,,0.4872
IfcSlab/APPROACH_SLAB,Ss_20_50_10_70,SS,Reinforced concrete bridge abutments,,0.9015
IfcSlab/APPROACH_SLAB,Ss_20_50_10_50,SS,Masonry bridge abutments,,0.8961
IfcSlab/APPROACH_SLAB,Ss_20_50_10_30,SS,Embedded retaining wall bridge abutments,,0.8958
IfcSlab/APPROACH_SLAB,Ss_20_50_10_90,SS,Tied embedded retaining wall bridge abutments,,0.8873
IfcSlab/APPROACH_SLAB,SL_32_40_31,SL,Embankment transition zones,,0.8841
IfcSlab/BASESLAB,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8886
IfcSlab/BASESLAB,Pr_35_93_96_56,PR,Natural stone wall and floor slabs,,0.8777
IfcSlab/BASESLAB,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8701
IfcSlab/BASESLAB,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8625
IfcSlab/BASESLAB,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8624
IfcSlab/FLOOR,Ss_20_50_25_16,SS,Concrete slab deck systems,,0.8974
IfcSlab/FLOOR,Pr_35_93_96_56,PR,Natural stone wall and floor slabs,,0.893
IfcSlab/FLOOR,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8873
IfcSlab/FLOOR,Pr_40_20_93_77,PR,Slab urinals,,0.8813
IfcSlab/FLOOR,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8757
IfcSlab/LANDING,Pr_20_76_78_16,PR,Concrete shaft landing slabs,,0.906
IfcSlab/LANDING,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.888
IfcSlab/LANDING,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8776
IfcSlab/LANDING,Pr_25_30_90_12,PR,Concrete glazed stair landing panels,,0.877
IfcSlab/LANDING,Pr_25_30_90_86,PR,Stone stair landing units,,0.8747
IfcSlab/PAVING,Ss_30_14_15,SS,Concrete road and paving systems,,0.9022
IfcSlab/PAVING,Ss_30_14_05,SS,Asphalt road and paving systems,,0.8848
IfcSlab/PAVING,Ma_40_19,MA,Concrete,,0.8838
IfcSlab/PAVING,Pr_65_52_24_18,PR,Concrete one-piece road gullies,,0.8765
IfcSlab/PAVING,En_80_35,EN,Road entities,,0.867
IfcSlab/ROOF,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8762
IfcSlab/ROOF,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8732
IfcSlab/ROOF,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8703
IfcSlab/ROOF,Ss_25_20_85_55,SS,Natural stone slab cladding systems,,0.8644
IfcSlab/ROOF,Pr_25_57_06_56,PR,Mineral wool slab insulation,,0.8602
IfcSlab/SIDEWALK,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8769
IfcSlab/SIDEWALK,Ss_30_14_90_34,SS,Flag and slab pedestal-supported paving systems,,0.8746
IfcSlab/SIDEWALK,Pr_40_20_93_77,PR,Slab urinals,,0.8682
IfcSlab/SIDEWALK,Ss_30_14_90_30,SS,Flag and slab bound paving systems,,0.8671
IfcSlab/SIDEWALK,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8632
IfcSlab/TRACKSLAB,Pr_20_85_65_15,PR,Concrete platform slabs,,0.9004
IfcSlab/TRACKSLAB,Pr_20_85_88_17,PR,Concrete track beds,,0.8907
IfcSlab/TRACKSLAB,Ss_80_70_70_56,SS,Non-embedded slab track rail systems,,0.8835
IfcSlab/TRACKSLAB,Ro_70_70_70,RO,Rail track layer,,0.8754
IfcSlab/TRACKSLAB,Pr_20_85_14_16,PR,Concrete solid slabs,,0.8732
IfcSlab/WEARING,Pr_40_20_93_77,PR,Slab urinals,,0.8791
IfcSlab/WEARING,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8786
IfcSlab/WEARING,Ss_20_50_25_80,SS,Solid steel slab systems,,0.878
IfcSlab/WEARING,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8778
IfcSlab/WEARING,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8722
IfcSlab/USERDEFINED,SL_35_10_23,SL,Diagnostics laboratories,,0.5107
IfcSlab/USERDEFINED,Pr_65_70_70_83,PR,"Screened, multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.4933
IfcSlab/USERDEFINED,Pr_65_70_70_53,PR,"Multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.489
IfcSlab/USERDEFINED,Pr_65_70_48_60,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables,,0.4672
IfcSlab/USERDEFINED,SL_25_30_10,SL,Bioscience laboratories,,0.4671
IfcSlab/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5726
IfcSlab/NOTDEFINED,Pr_65_70_70_83,PR,"Screened, multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.5187
IfcSlab/NOTDEFINED,Pr_65_70_70_53,PR,"Multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.5117
IfcSlab/NOTDEFINED,SL_25_30_10,SL,Bioscience laboratories,,0.5074
IfcSlab/NOTDEFINED,Pr_65_70_48_58,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables,,0.4895
IfcSlabType/APPROACH_SLAB,Ss_20_50_10_70,SS,Reinforced concrete bridge abutments,,0.9015
IfcSlabType/APPROACH_SLAB,Ss_20_50_10_50,SS,Masonry bridge abutments,,0.8961
IfcSlabType/APPROACH_SLAB,Ss_20_50_10_30,SS,Embedded retaining wall bridge abutments,,0.8958
IfcSlabType/APPROACH_SLAB,Ss_20_50_10_90,SS,Tied embedded retaining wall bridge abutments,,0.8873
IfcSlabType/APPROACH_SLAB,SL_32_40_31,SL,Embankment transition zones,,0.8841
IfcSlabType/BASESLAB,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8886
IfcSlabType/BASESLAB,Pr_35_93_96_56,PR,Natural stone wall and floor slabs,,0.8777
IfcSlabType/BASESLAB,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8701
IfcSlabType/BASESLAB,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8625
IfcSlabType/BASESLAB,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8624
IfcSlabType/FLOOR,Ss_20_50_25_16,SS,Concrete slab deck systems,,0.8974
IfcSlabType/FLOOR,Pr_35_93_96_56,PR,Natural stone wall and floor slabs,,0.893
IfcSlabType/FLOOR,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8873
IfcSlabType/FLOOR,Pr_40_20_93_77,PR,Slab urinals,,0.8813
IfcSlabType/FLOOR,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8757
IfcSlabType/LANDING,Pr_20_76_78_16,PR,Concrete shaft landing slabs,,0.906
IfcSlabType/LANDING,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.888
IfcSlabType/LANDING,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8776
IfcSlabType/LANDING,Pr_25_30_90_12,PR,Concrete glazed stair landing panels,,0.877
IfcSlabType/LANDING,Pr_25_30_90_86,PR,Stone stair landing units,,0.8747
IfcSlabType/PAVING,Ss_30_14_15,SS,Concrete road and paving systems,,0.9022
IfcSlabType/PAVING,Ss_30_14_05,SS,Asphalt road and paving systems,,0.8848
IfcSlabType/PAVING,Ma_40_19,MA,Concrete,,0.8838
IfcSlabType/PAVING,Pr_65_52_24_18,PR,Concrete one-piece road gullies,,0.8765
IfcSlabType/PAVING,En_80_35,EN,Road entities,,0.867
IfcSlabType/ROOF,Ss_20_50_25_80,SS,Solid steel slab systems,,0.8762
IfcSlabType/ROOF,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8732
IfcSlabType/ROOF,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8703
IfcSlabType/ROOF,Ss_25_20_85_55,SS,Natural stone slab cladding systems,,0.8644
IfcSlabType/ROOF,Pr_25_57_06_56,PR,Mineral wool slab insulation,,0.8602
IfcSlabType/SIDEWALK,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8769
IfcSlabType/SIDEWALK,Ss_30_14_90_34,SS,Flag and slab pedestal-supported paving systems,,0.8746
IfcSlabType/SIDEWALK,Pr_40_20_93_77,PR,Slab urinals,,0.8682
IfcSlabType/SIDEWALK,Ss_30_14_90_30,SS,Flag and slab bound paving systems,,0.8671
IfcSlabType/SIDEWALK,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8632
IfcSlabType/TRACKSLAB,Pr_20_85_65_15,PR,Concrete platform slabs,,0.9004
IfcSlabType/TRACKSLAB,Pr_20_85_88_17,PR,Concrete track beds,,0.8907
IfcSlabType/TRACKSLAB,Ss_80_70_70_56,SS,Non-embedded slab track rail systems,,0.8835
IfcSlabType/TRACKSLAB,Ro_70_70_70,RO,Rail track layer,,0.8754
IfcSlabType/TRACKSLAB,Pr_20_85_14_16,PR,Concrete solid slabs,,0.8732
IfcSlabType/WEARING,Pr_40_20_93_77,PR,Slab urinals,,0.8791
IfcSlabType/WEARING,Pr_20_85_13_30,PR,Concrete floating slab foundations,,0.8786
IfcSlabType/WEARING,Ss_20_50_25_80,SS,Solid steel slab systems,,0.878
IfcSlabType/WEARING,Pr_25_57_06_50,PR,Mineral fibre slab insulation,,0.8778
IfcSlabType/WEARING,Ss_30_42_56_56,SS,Natural stone slab flooring systems,,0.8722
IfcSlabType/USERDEFINED,PC_10_65_91,PC,Type,,0.8204
IfcSlabType/USERDEFINED,PM_40_45,PM,Specifications,,0.4851
IfcSlabType/USERDEFINED,PC_10_90_29,PC,Factory test identifiers,,0.482
IfcSlabType/USERDEFINED,PC_10_65,PC,Product identifiers,,0.4785
IfcSlabType/USERDEFINED,PC_10_90,PC,Test identifiers,,0.4753
IfcSlabType/NOTDEFINED,PC_10_65_91,PC,Type,,0.8227
IfcSlabType/NOTDEFINED,Pr_65_70_48_92,PR,Thermosetting insulated polyvinyl chloride (PVC)-sheathed non-armoured cables,,0.4892
IfcSlabType/NOTDEFINED,Pr_65_70_70_83,PR,"Screened, multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.4866
IfcSlabType/NOTDEFINED,Pr_60_70_64_52,PR,Medical isolated power supply units (IPS) remote alarm panels,,0.4834
IfcSlabType/NOTDEFINED,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.4814
IfcSolarDevice/SOLARCOLLECTOR,PC_35_88_91_89,PC,Thermal radiation,,0.893
